Sample ID	Tissue	Age	Sex
GTEX-139D8-1626-SM-5IJFZ	Adipose - Visceral (Omentum)	30-39	F
GTEX-139D8-2326-SM-5IFGE	Stomach	30-39	F
GTEX-139D8-2426-SM-5KM3A	Ovary	30-39	F
GTEX-139D8-2526-SM-5N9G3	Uterus	30-39	F
GTEX-139D8-2926-SM-5IJBM	Colon - Sigmoid	30-39	F
GTEX-139T4-0008-SM-5S2WF	Cells - Transformed fibroblasts	50-59	F
GTEX-139T4-0011-R9b-SM-5HL6S	Brain - Spinal cord (cervical c-1)	50-59	F
GTEX-139T4-0126-SM-5HL5G	Adipose - Subcutaneous	50-59	F
GTEX-139T4-0226-SM-5HL5S	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-139T4-0326-SM-5K7XN	Muscle - Skeletal	50-59	F
GTEX-139T4-0426-SM-5J1OQ	Nerve - Tibial	50-59	F
GTEX-139T4-0826-SM-5N9GF	Pituitary	50-59	F
GTEX-139T6-0004-SM-5HJQN	Whole Blood	50-59	M
GTEX-139T6-0006-SM-5LU92	Whole Blood	50-59	M
GTEX-139T6-0226-SM-5IFGZ	Spleen	50-59	M
GTEX-139T6-0326-SM-5J2LY	Thyroid	50-59	M
GTEX-139T6-0426-SM-5IJEM	Lung	50-59	M
GTEX-139T6-0526-SM-5IJC9	Adipose - Visceral (Omentum)	50-59	M
GTEX-139T6-0626-SM-5IFF9	Esophagus - Mucosa	50-59	M
GTEX-139T6-0726-SM-5PNVK	Esophagus - Muscularis	50-59	M
GTEX-139T6-0826-SM-5J1O2	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-139T6-1026-SM-5IJGC	Small Intestine - Terminal Ileum	50-59	M
GTEX-139T6-1226-SM-5IFFC	Testis	50-59	M
GTEX-139T6-1326-SM-5IFFO	Colon - Transverse	50-59	M
GTEX-139T6-1426-SM-5P9J7	Colon - Sigmoid	50-59	M
GTEX-139T6-1526-SM-5P9G6	Prostate	50-59	M
GTEX-139T6-1626-SM-5PNYZ	Breast - Mammary Tissue	50-59	M
GTEX-139T6-1726-SM-5PNZ3	Nerve - Tibial	50-59	M
GTEX-139T6-1826-SM-5KM2E	Artery - Tibial	50-59	M
GTEX-139T6-2026-SM-5IFFL	Muscle - Skeletal	50-59	M
GTEX-139T6-2126-SM-5KM37	Adipose - Subcutaneous	50-59	M
GTEX-139T8-0004-SM-5HJPE	Whole Blood	60-69	M
GTEX-139T8-0006-SM-5NQ6V	Whole Blood	60-69	M
GTEX-139T8-0011-R1a-SM-5HL75	Brain - Hippocampus	60-69	M
GTEX-139T8-0011-R3b-SM-5HL4R	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-139T8-0011-R4a-SM-5HL54	Brain - Amygdala	60-69	M
GTEX-139T8-0011-R5b-SM-5J1MO	Brain - Caudate (basal ganglia)	60-69	M
GTEX-139T8-0126-SM-5K7XZ	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-139T8-0226-SM-5L3EA	Adipose - Subcutaneous	60-69	M
GTEX-139T8-0326-SM-5IJCM	Nerve - Tibial	60-69	M
GTEX-139T8-0426-SM-5K7VC	Artery - Tibial	60-69	M
GTEX-139T8-0526-SM-5KLZL	Muscle - Skeletal	60-69	M
GTEX-139T8-0626-SM-5KLZX	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-139T8-0726-SM-5L3D2	Testis	60-69	M
GTEX-139T8-0826-SM-5L3DE	Breast - Mammary Tissue	60-69	M
GTEX-139T8-1026-SM-5J2MC	Brain - Cortex	60-69	M
GTEX-139TS-0003-SM-5HJR1	Whole Blood	60-69	M
GTEX-139TS-0005-SM-5NQC1	Whole Blood	60-69	M
GTEX-139TS-0011-R10a-SM-5K7TU	Brain - Frontal Cortex (BA9)	60-69	M
GTEX-139TS-0011-R2b-SM-5J1MX	Brain - Substantia nigra	60-69	M
GTEX-139TS-0011-R5b-SM-5J2MZ	Brain - Caudate (basal ganglia)	60-69	M
GTEX-139TS-0011-R6a-SM-5J2OB	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-139TS-0011-R7a-SM-5K7X7	Brain - Putamen (basal ganglia)	60-69	M
GTEX-139TS-0011-R8a-SM-5J1NP	Brain - Hypothalamus	60-69	M
GTEX-139TS-0126-SM-5K7XJ	Thyroid	60-69	M
GTEX-139TS-0226-SM-5K7W5	Artery - Aorta	60-69	M
GTEX-139TS-1426-SM-5IFJD	Liver	60-69	M
GTEX-139TS-1726-SM-5IJG5	Testis	60-69	M
GTEX-139TS-1926-SM-5IJFO	Colon - Transverse	60-69	M
GTEX-139TS-2126-SM-5K7XC	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-139TS-2226-SM-5J2N1	Colon - Sigmoid	60-69	M
GTEX-139TS-2626-SM-5J1MT	Muscle - Skeletal	60-69	M
GTEX-139TS-2826-SM-5J1OO	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-139TS-2926-SM-5KM1Z	Pituitary	60-69	M
GTEX-139TS-3126-SM-5LZWX	Brain - Cerebellum	60-69	M
GTEX-139TT-0004-SM-5DU4N	Whole Blood	60-69	M
GTEX-139TT-0004-SM-5HJQ1	Whole Blood	60-69	M
GTEX-139TT-0006-SM-5O9CG	Whole Blood	60-69	M
GTEX-139TT-0011-R11b-SM-5LZV1	Brain - Cerebellar Hemisphere	60-69	M
GTEX-139TT-0011-R1a-SM-5LZVD	Brain - Hippocampus	60-69	M
GTEX-139TT-0011-R3b-SM-5K7VL	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-139TT-0011-R5b-SM-5K7W8	Brain - Caudate (basal ganglia)	60-69	M
GTEX-139TT-0011-R6b-SM-5J2ON	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-139TT-0011-R7b-SM-5J2MN	Brain - Putamen (basal ganglia)	60-69	M
GTEX-139TT-0126-SM-5K7Y5	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-139TT-0226-SM-5K7YH	Adipose - Subcutaneous	60-69	M
GTEX-139TT-0326-SM-5IJC3	Nerve - Tibial	60-69	M
GTEX-139TT-0426-SM-5IJFA	Muscle - Skeletal	60-69	M
GTEX-139TT-0526-SM-5J1NN	Artery - Tibial	60-69	M
GTEX-139TT-0726-SM-5K7XW	Lung	60-69	M
GTEX-139TT-2126-SM-5LZWC	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-139TT-2226-SM-5LZWO	Testis	60-69	M
GTEX-139TT-2626-SM-5LZUB	Brain - Cerebellum	60-69	M
GTEX-139TT-2726-SM-5IJFM	Pituitary	60-69	M
GTEX-139TU-0002-SM-5HJR5	Whole Blood	60-69	M
GTEX-139TU-0006-SM-5LZVN	Whole Blood	60-69	M
GTEX-139TU-0011-R5b-SM-5L3E1	Brain - Caudate (basal ganglia)	60-69	M
GTEX-139TU-0126-SM-5K7WH	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-139TU-0226-SM-5J1NM	Adipose - Subcutaneous	60-69	M
GTEX-139TU-0526-SM-5J2M8	Muscle - Skeletal	60-69	M
GTEX-139TU-0626-SM-5KM3X	Breast - Mammary Tissue	60-69	M
GTEX-139TU-0726-SM-5L3EK	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-139TU-0826-SM-5IJFG	Liver	60-69	M
GTEX-139TU-1126-SM-5J1NY	Artery - Aorta	60-69	M
GTEX-139TU-1226-SM-5J2NL	Esophagus - Mucosa	60-69	M
GTEX-139TU-1326-SM-5LZXW	Esophagus - Muscularis	60-69	M
GTEX-139TU-1426-SM-5LZY9	Adipose - Visceral (Omentum)	60-69	M
GTEX-139TU-1926-SM-5J2OC	Heart - Atrial Appendage	60-69	M
GTEX-139UC-0004-SM-5HJQ3	Whole Blood	60-69	M
GTEX-139UC-0005-SM-5PNU7	Whole Blood	60-69	M
GTEX-139UC-0011-R11a-SM-5KM3J	Brain - Cerebellar Hemisphere	60-69	M
GTEX-139UC-0011-R3b-SM-5K7VZ	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-139UC-0011-R4a-SM-5K7XM	Brain - Amygdala	60-69	M
GTEX-139UC-0011-R5b-SM-5K7VY	Brain - Caudate (basal ganglia)	60-69	M
GTEX-139UC-0011-R6b-SM-5K7Z1	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-139UC-0011-R7a-SM-5IJCV	Brain - Putamen (basal ganglia)	60-69	M
GTEX-139UC-0011-R8b-SM-5IJCL	Brain - Hypothalamus	60-69	M
GTEX-139UC-0011-R9a-SM-5K7W7	Brain - Spinal cord (cervical c-1)	60-69	M
GTEX-139UC-0426-SM-5K7UR	Heart - Left Ventricle	60-69	M
GTEX-139UC-1426-SM-5IJGH	Liver	60-69	M
GTEX-139UC-2926-SM-5J1N6	Muscle - Skeletal	60-69	M
GTEX-139UC-3026-SM-5IJE4	Pituitary	60-69	M
GTEX-139UC-3126-SM-5J1OY	Brain - Cortex	60-69	M
GTEX-139UC-3226-SM-5N9EZ	Brain - Cerebellum	60-69	M
GTEX-139UW-0003-SM-5DU4H	Whole Blood	60-69	M
GTEX-139UW-0003-SM-5HJRP	Whole Blood	60-69	M
GTEX-139UW-0005-SM-5NQ8U	Whole Blood	60-69	M
GTEX-139UW-0011-R11a-SM-5IJGN	Brain - Cerebellar Hemisphere	60-69	M
GTEX-139UW-0011-R9b-SM-5LZYT	Brain - Spinal cord (cervical c-1)	60-69	M
GTEX-139UW-0126-SM-5KM1B	Thyroid	60-69	M
GTEX-139UW-0226-SM-5K7WU	Lung	60-69	M
GTEX-139UW-0326-SM-5J1ML	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-139UW-0426-SM-5K7V4	Artery - Aorta	60-69	M
GTEX-139UW-1126-SM-5IJEJ	Esophagus - Mucosa	60-69	M
GTEX-139UW-2326-SM-5KM1Y	Colon - Sigmoid	60-69	M
GTEX-139UW-2626-SM-5K7W1	Muscle - Skeletal	60-69	M
GTEX-139UW-2826-SM-5L3E7	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-139YR-0004-SM-5DU3U	Whole Blood	50-59	M
GTEX-139YR-0004-SM-5HJRB	Whole Blood	50-59	M
GTEX-139YR-0126-SM-5IJEY	Adrenal Gland	50-59	M
GTEX-139YR-0226-SM-5IFEM	Liver	50-59	M
GTEX-139YR-0326-SM-5J1MC	Adipose - Visceral (Omentum)	50-59	M
GTEX-139YR-0426-SM-5IFFV	Spleen	50-59	M
GTEX-139YR-0526-SM-5L3DG	Heart - Atrial Appendage	50-59	M
GTEX-139YR-0626-SM-5IJBT	Artery - Aorta	50-59	M
GTEX-139YR-0826-SM-5LZXY	Heart - Left Ventricle	50-59	M
GTEX-139YR-0926-SM-5LZYB	Lung	50-59	M
GTEX-139YR-1026-SM-5LZYN	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-139YR-1226-SM-5IFEU	Thyroid	50-59	M
GTEX-139YR-1526-SM-5IFJ1	Pancreas	50-59	M
GTEX-139YR-1626-SM-5IJGK	Esophagus - Muscularis	50-59	M
GTEX-139YR-1726-SM-5IFFK	Esophagus - Mucosa	50-59	M
GTEX-139YR-1826-SM-5LZXA	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-139YR-1926-SM-5LZXM	Stomach	50-59	M
GTEX-139YR-2126-SM-5KM11	Colon - Transverse	50-59	M
GTEX-139YR-2226-SM-5IFFW	Small Intestine - Terminal Ileum	50-59	M
GTEX-139YR-2426-SM-5J1OB	Adipose - Subcutaneous	50-59	M
GTEX-139YR-2526-SM-5IJC6	Muscle - Skeletal	50-59	M
GTEX-139YR-2626-SM-5K7U4	Nerve - Tibial	50-59	M
GTEX-139YR-2726-SM-5K7VV	Artery - Tibial	50-59	M
GTEX-13CF2-0004-SM-5DU48	Whole Blood	60-69	M
GTEX-13CF2-0004-SM-5HJPZ	Whole Blood	60-69	M
GTEX-13CF2-0006-SM-5O99L	Whole Blood	60-69	M
GTEX-13CF2-0011-R11b-SM-5LZXO	Brain - Cerebellar Hemisphere	60-69	M
GTEX-13CF2-0011-R1a-SM-5LZY1	Brain - Hippocampus	60-69	M
GTEX-13CF2-0011-R2a-SM-5L3DC	Brain - Substantia nigra	60-69	M
GTEX-13CF2-0011-R3b-SM-5LZZ6	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-13CF2-0011-R5a-SM-5LZWS	Brain - Caudate (basal ganglia)	60-69	M
GTEX-13CF2-0011-R7b-SM-5K7UV	Brain - Putamen (basal ganglia)	60-69	M
GTEX-13CF2-0011-R8b-SM-5IJCX	Brain - Hypothalamus	60-69	M
GTEX-13CF2-0226-SM-5L3DV	Heart - Atrial Appendage	60-69	M
GTEX-13CF2-0426-SM-5KM1H	Heart - Left Ventricle	60-69	M
GTEX-13CF2-1826-SM-5N9GK	Colon - Sigmoid	60-69	M
GTEX-13CF2-2026-SM-5K7VI	Breast - Mammary Tissue	60-69	M
GTEX-13CF2-2426-SM-5LZYL	Minor Salivary Gland	60-69	M
GTEX-13CF2-2526-SM-5LZYX	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-13CF2-2626-SM-5LZZA	Adipose - Subcutaneous	60-69	M
GTEX-13CF2-2726-SM-5LZWW	Muscle - Skeletal	60-69	M
GTEX-13CF2-2826-SM-5LZX9	Nerve - Tibial	60-69	M
GTEX-13CF2-3026-SM-5IFFX	Brain - Cerebellum	60-69	M
GTEX-13CF2-3226-SM-5IFF6	Pituitary	60-69	M
GTEX-13CF3-0004-SM-5DU43	Whole Blood	60-69	F
GTEX-13CF3-0004-SM-5HJRC	Whole Blood	60-69	F
GTEX-13CF3-0006-SM-5N9ED	Whole Blood	60-69	F
GTEX-13CF3-0126-SM-5IFFM	Adrenal Gland	60-69	F
GTEX-13CF3-0226-SM-5J1NW	Spleen	60-69	F
GTEX-13CF3-0426-SM-5IJEU	Lung	60-69	F
GTEX-13CF3-0526-SM-5IJBV	Artery - Aorta	60-69	F
GTEX-13CF3-0626-SM-5J1NO	Artery - Coronary	60-69	F
GTEX-13CF3-0726-SM-5J2MY	Heart - Left Ventricle	60-69	F
GTEX-13CF3-0826-SM-5LZYZ	Heart - Atrial Appendage	60-69	F
GTEX-13CF3-0926-SM-5LZZC	Thyroid	60-69	F
GTEX-13CF3-1026-SM-5LZWY	Pancreas	60-69	F
GTEX-13CF3-1126-SM-5LZXB	Adipose - Visceral (Omentum)	60-69	F
GTEX-13CF3-1226-SM-5LZXN	Small Intestine - Terminal Ileum	60-69	F
GTEX-13CF3-1326-SM-5LZXZ	Colon - Sigmoid	60-69	F
GTEX-13CF3-1426-SM-5K7YY	Colon - Transverse	60-69	F
GTEX-13CF3-1526-SM-5J2NB	Esophagus - Muscularis	60-69	F
GTEX-13CF3-1626-SM-5IFG9	Esophagus - Mucosa	60-69	F
GTEX-13CF3-1726-SM-5LU9E	Esophagus - Gastroesophageal Junction	60-69	F
GTEX-13CF3-1826-SM-5J1NK	Muscle - Skeletal	60-69	F
GTEX-13CF3-1926-SM-5K7WF	Stomach	60-69	F
GTEX-13CF3-2126-SM-5IFJP	Breast - Mammary Tissue	60-69	F
GTEX-13CF3-2226-SM-5J2MX	Artery - Tibial	60-69	F
GTEX-13CF3-2326-SM-5IFGL	Adipose - Subcutaneous	60-69	F
GTEX-13CF3-2426-SM-5IFGX	Skin - Sun Exposed (Lower leg)	60-69	F
GTEX-13CIG-0004-SM-5DU44	Whole Blood	50-59	M
GTEX-13CIG-0004-SM-5HJRO	Whole Blood	50-59	M
GTEX-13CIG-0006-SM-5P9HF	Whole Blood	50-59	M
GTEX-13CIG-0011-R3b-SM-5K7XF	Brain - Anterior cingulate cortex (BA24)	50-59	M
GTEX-13CIG-0011-R5b-SM-5L3F2	Brain - Caudate (basal ganglia)	50-59	M
GTEX-13CIG-0011-R8b-SM-5LZX5	Brain - Hypothalamus	50-59	M
GTEX-13CIG-0011-R9a-SM-5K7VU	Brain - Spinal cord (cervical c-1)	50-59	M
GTEX-13CZU-0003-SM-5DU3K	Whole Blood	20-29	M
GTEX-13CZU-0003-SM-5HJRM_1	Whole Blood	20-29	M
GTEX-13CZU-0005-SM-5LU8K	Whole Blood	20-29	M
GTEX-13CZV-0003-SM-5DU45	Whole Blood	60-69	M
GTEX-13CZV-0003-SM-5HJPB	Whole Blood	60-69	M
GTEX-13CZV-0006-SM-5P9IN	Whole Blood	60-69	M
GTEX-13CZV-0011-R10b-SM-5LZYD	Brain - Frontal Cortex (BA9)	60-69	M
GTEX-13CZV-0011-R11b-SM-5N9FN	Brain - Cerebellar Hemisphere	60-69	M
GTEX-13CZV-0011-R3a-SM-5KM27	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-13CZV-0011-R4b-SM-5J2NY	Brain - Amygdala	60-69	M
GTEX-13CZV-0011-R5a-SM-5K7XA	Brain - Caudate (basal ganglia)	60-69	M
GTEX-13CZV-0011-R7b-SM-5LZXH	Brain - Putamen (basal ganglia)	60-69	M
GTEX-13CZV-0011-R9a-SM-5LZXT	Brain - Spinal cord (cervical c-1)	60-69	M
GTEX-13D11-0003-SM-5DU5E	Whole Blood	50-59	F
GTEX-13D11-0003-SM-5HJQR	Whole Blood	50-59	F
GTEX-13D11-0226-SM-5LZXL	Thyroid	50-59	F
GTEX-13D11-0326-SM-5LZXX	Lung	50-59	F
GTEX-13D11-0426-SM-5LZYA	Adrenal Gland	50-59	F
GTEX-13D11-0526-SM-5LZYM	Adipose - Visceral (Omentum)	50-59	F
GTEX-13D11-0626-SM-5LZYY	Colon - Sigmoid	50-59	F
GTEX-13D11-0726-SM-5LZZB	Small Intestine - Terminal Ileum	50-59	F
GTEX-13D11-0826-SM-5KLZJ	Colon - Transverse	50-59	F
GTEX-13D11-0926-SM-5J2NC	Skin - Not Sun Exposed (Suprapubic)	50-59	F
GTEX-13D11-1026-SM-5IJFB	Breast - Mammary Tissue	50-59	F
GTEX-13D11-1126-SM-5KLYS	Ovary	50-59	F
GTEX-13D11-1226-SM-5IFGA	Uterus	50-59	F
GTEX-13D11-1326-SM-5IJFY	Vagina	50-59	F
GTEX-13D11-1426-SM-5K7Y9	Artery - Aorta	50-59	F
GTEX-13D11-1526-SM-5J2NA	Heart - Atrial Appendage	50-59	F
GTEX-13D11-1726-SM-5IFGQ	Heart - Left Ventricle	50-59	F
GTEX-13D11-1826-SM-5J2NM	Esophagus - Muscularis	50-59	F
GTEX-13D11-1926-SM-5IFGB	Esophagus - Mucosa	50-59	F
GTEX-13D11-2026-SM-5IJBK	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-13D11-2126-SM-5IFH2	Stomach	50-59	F
GTEX-13D11-2226-SM-5IFEO	Pancreas	50-59	F
GTEX-13D11-2326-SM-5IJCY	Adipose - Subcutaneous	50-59	F
GTEX-13D11-2426-SM-5KM1V	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-13D11-2526-SM-5KM28	Muscle - Skeletal	50-59	F
GTEX-13D11-2626-SM-5IJDB	Nerve - Tibial	50-59	F
GTEX-13D11-2726-SM-5K7V7	Artery - Tibial	50-59	F
GTEX-13FH7-0004-SM-5DU3O	Whole Blood	50-59	F
GTEX-13FH7-0004-SM-5HJPL	Whole Blood	50-59	F
GTEX-13FH7-0126-SM-5KLZ1	Thyroid	50-59	F
GTEX-13FH7-0226-SM-5IFGG	Adrenal Gland	50-59	F
GTEX-13FH7-0326-SM-5J1MR	Artery - Aorta	50-59	F
GTEX-13FH7-0426-SM-5KM4M	Artery - Coronary	50-59	F
GTEX-13FH7-0526-SM-5IJF8	Esophagus - Mucosa	50-59	F
GTEX-13FH7-0626-SM-5KLZD	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-13FH7-0726-SM-5J2NK	Esophagus - Muscularis	50-59	F
GTEX-13FH7-0826-SM-5J2NW	Heart - Atrial Appendage	50-59	F
GTEX-13FH7-0926-SM-5J2MR	Heart - Left Ventricle	50-59	F
GTEX-13FH7-1026-SM-5IJGF	Stomach	50-59	F
GTEX-13FH7-1126-SM-5K7UG	Skin - Not Sun Exposed (Suprapubic)	50-59	F
GTEX-13FH7-1226-SM-5IJFK	Small Intestine - Terminal Ileum	50-59	F
GTEX-13FH7-1326-SM-5IFG8	Spleen	50-59	F
GTEX-13FH7-1426-SM-5IFIC	Pancreas	50-59	F
GTEX-13FH7-1526-SM-5J2N6	Colon - Transverse	50-59	F
GTEX-13FH7-1626-SM-5J2O9	Colon - Sigmoid	50-59	F
GTEX-13FH7-1726-SM-5IJE7	Lung	50-59	F
GTEX-13FH7-1926-SM-5J2OL	Adipose - Visceral (Omentum)	50-59	F
GTEX-13FH7-2026-SM-5IJCR	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-13FH7-2126-SM-5L3DJ	Muscle - Skeletal	50-59	F
GTEX-13FH7-2226-SM-5IJD4	Adipose - Subcutaneous	50-59	F
GTEX-13FH7-2326-SM-5KM1E	Artery - Tibial	50-59	F
GTEX-13FH7-2426-SM-5K7US	Nerve - Tibial	50-59	F
GTEX-13FHO-0003-SM-5DU53	Whole Blood	60-69	M
GTEX-13FHO-0003-SM-5HJQE	Whole Blood	60-69	M
GTEX-13FHO-0011-R10b-SM-5J2MM	Brain - Frontal Cortex (BA9)	60-69	M
GTEX-13FHO-0011-R11b-SM-5LZYQ	Brain - Cerebellar Hemisphere	60-69	M
GTEX-13FHO-0011-R1b-SM-5KLZG	Brain - Hippocampus	60-69	M
GTEX-13FHO-0011-R3b-SM-5K7YA	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-13FHO-0011-R5b-SM-5LZZ3	Brain - Caudate (basal ganglia)	60-69	M
GTEX-13FHO-0011-R6b-SM-5LZX1	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-13FHO-0011-R7b-SM-5LZXD	Brain - Putamen (basal ganglia)	60-69	M
GTEX-13FHO-0226-SM-5IFGY	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-13FHO-0326-SM-5IJBH	Adipose - Subcutaneous	60-69	M
GTEX-13FHO-0426-SM-5L3F5	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-13FHO-0526-SM-5K7VS	Nerve - Tibial	60-69	M
GTEX-13FHO-0726-SM-5IJDG	Muscle - Skeletal	60-69	M
GTEX-13FHO-0826-SM-5L3E8	Breast - Mammary Tissue	60-69	M
GTEX-13FHO-0926-SM-5N9EW	Thyroid	60-69	M
GTEX-13FHO-1026-SM-5KM1Q	Lung	60-69	M
GTEX-13FHO-1226-SM-5L3EF	Heart - Atrial Appendage	60-69	M
GTEX-13FHO-1626-SM-5IJGB	Artery - Aorta	60-69	M
GTEX-13FHO-1726-SM-5IFGM	Esophagus - Mucosa	60-69	M
GTEX-13FHO-1826-SM-5K7Y6	Esophagus - Muscularis	60-69	M
GTEX-13FHO-2026-SM-5J1OA	Adipose - Visceral (Omentum)	60-69	M
GTEX-13FHO-2726-SM-5K7VG	Colon - Sigmoid	60-69	M
GTEX-13FHO-2826-SM-5K7ZA	Prostate	60-69	M
GTEX-13FHO-2926-SM-5L3ES	Brain - Cerebellum	60-69	M
GTEX-13FHO-3026-SM-5J1O9	Brain - Cortex	60-69	M
GTEX-13FHO-3126-SM-5IJF6	Pituitary	60-69	M
GTEX-13FHP-0004-SM-5DU3X	Whole Blood	50-59	M
GTEX-13FHP-0004-SM-5HJPM	Whole Blood	50-59	M
GTEX-13FHP-0011-R11b-SM-5LZXP	Brain - Cerebellar Hemisphere	50-59	M
GTEX-13FHP-0011-R1b-SM-5K7XL	Brain - Hippocampus	50-59	M
GTEX-13FHP-0011-R5b-SM-5LZY2	Brain - Caudate (basal ganglia)	50-59	M
GTEX-13FHP-0011-R6b-SM-5LZY6	Brain - Nucleus accumbens (basal ganglia)	50-59	M
GTEX-13FHP-0011-R7b-SM-5LZYI	Brain - Putamen (basal ganglia)	50-59	M
GTEX-13FHP-0126-SM-5IJBG	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-13FHP-0226-SM-5K7WD	Adipose - Subcutaneous	50-59	M
GTEX-13FHP-0326-SM-5K7U2	Nerve - Tibial	50-59	M
GTEX-13FHP-0426-SM-5J1O5	Artery - Tibial	50-59	M
GTEX-13FHP-0526-SM-5K7UY	Muscle - Skeletal	50-59	M
GTEX-13FHP-0726-SM-5K7YI	Lung	50-59	M
GTEX-13FHP-0826-SM-5K7V5	Heart - Atrial Appendage	50-59	M
GTEX-13FHP-0926-SM-5L3EC	Thyroid	50-59	M
GTEX-13FHP-1026-SM-5K7Y2	Heart - Left Ventricle	50-59	M
GTEX-13FHP-1126-SM-5IJDO	Artery - Coronary	50-59	M
GTEX-13FHP-1526-SM-5IJGE	Esophagus - Mucosa	50-59	M
GTEX-13FHP-1626-SM-5N9FK	Esophagus - Muscularis	50-59	M
GTEX-13FHP-2426-SM-5KLZ5	Colon - Transverse	50-59	M
GTEX-13FHP-2826-SM-5IJFW	Testis	50-59	M
GTEX-13FHP-2926-SM-5IJG9	Brain - Cerebellum	50-59	M
GTEX-13FHP-3026-SM-5IJBS	Brain - Cortex	50-59	M
GTEX-13FHP-3126-SM-5KLYX	Pituitary	50-59	M
GTEX-13FLV-0004-SM-5DU4T	Whole Blood	50-59	M
GTEX-13FLV-0004-SM-5HJRE	Whole Blood	50-59	M
GTEX-13FLV-0011-R10b-SM-5LZZ2	Brain - Frontal Cortex (BA9)	50-59	M
GTEX-13FLV-0011-R11a-SM-5LZZ7	Brain - Cerebellar Hemisphere	50-59	M
GTEX-13FLV-0011-R3b-SM-5LZYP	Brain - Anterior cingulate cortex (BA24)	50-59	M
GTEX-13FLV-0011-R4a-SM-5LZYU	Brain - Amygdala	50-59	M
GTEX-13FLV-0011-R5a-SM-5LZWT	Brain - Caudate (basal ganglia)	50-59	M
GTEX-13FLV-0011-R6a-SM-5KLZ4	Brain - Nucleus accumbens (basal ganglia)	50-59	M
GTEX-13FLV-0011-R7b-SM-5K7WW	Brain - Putamen (basal ganglia)	50-59	M
GTEX-13FLV-0011-R8a-SM-5LZZE	Brain - Hypothalamus	50-59	M
GTEX-13FLV-0011-R9b-SM-5L3DA	Brain - Spinal cord (cervical c-1)	50-59	M
GTEX-13FLV-0126-SM-5K7WT	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-13FLV-0226-SM-5J2OF	Thyroid	50-59	M
GTEX-13FLV-0326-SM-5N9DJ	Liver	50-59	M
GTEX-13FLV-0426-SM-5KLZA	Lung	50-59	M
GTEX-13FLV-0626-SM-5IFEY	Pancreas	50-59	M
GTEX-13FLV-0926-SM-5L3DZ	Heart - Left Ventricle	50-59	M
GTEX-13FLV-1126-SM-5J2NO	Esophagus - Mucosa	50-59	M
GTEX-13FLV-1226-SM-5IJBZ	Esophagus - Muscularis	50-59	M
GTEX-13FLV-1326-SM-5L3EJ	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-13FLV-1426-SM-5J1N4	Artery - Aorta	50-59	M
GTEX-13FLV-2326-SM-5K7UK	Nerve - Tibial	50-59	M
GTEX-13FLW-0003-SM-5CV8N	Whole Blood	50-59	M
GTEX-13FLW-0003-SM-5HJRA	Whole Blood	50-59	M
GTEX-13FLW-0011-R10b-SM-5LZZF	Brain - Frontal Cortex (BA9)	50-59	M
GTEX-13FLW-0011-R1b-SM-5LZX2	Brain - Hippocampus	50-59	M
GTEX-13FLW-0011-R5a-SM-5LZX6	Brain - Caudate (basal ganglia)	50-59	M
GTEX-13FLW-0011-R6b-SM-5L3EN	Brain - Nucleus accumbens (basal ganglia)	50-59	M
GTEX-13FLW-0011-R7b-SM-5L3EZ	Brain - Putamen (basal ganglia)	50-59	M
GTEX-13FLW-0011-R8b-SM-5J1MZ	Brain - Hypothalamus	50-59	M
